event_id,start_frame,end_frame,duration_frames,peak_frame,contact_frame,peak_energy,stroke_type,confidence,quality_flags,label_counts,two_hand_ratio,label_two_hand_ratio,backhand_side_frames,forehand_side_frames,phase_counts
1,0,50,51,19,19,160.0174,Forehand,0.68,"{""ball_frame_ratio"": 0.451, ""continuity_disabled_frames"": 0, ""diagnostic_rejection_counts"": {""low_conf_unsupported"": 1, ""static_hard_mask"": 0, ""track_became_static"": 0, ""upper_mirror_unsupported"": 0}, ""pose_frame_ratio"": 1.0, ""racket_frame_ratio"": 0.5098, ""review_recommended"": true, ""warnings"": [""ball_track_gaps"", ""mirror_handedness_rule_applied"", ""racket_track_gaps""]}","{""Backhand"": 8, ""Forehand"": 17, ""Two-Handed Backhand"": 0}",0.04,0.0,19,6,"{""contact_candidate"": 1, ""follow_through"": 10, ""forward_swing"": 1, ""ready"": 39}"
