frame_id,timestamp,raw_swing_type,event_id,phase,motion_energy,wrist_speed,wrist_accel,racket_speed,racket_accel,ball_speed,ball_racket_distance,contact_score,two_hand_distance,active_wrist_x_offset,arm_extension_deg,shoulder_turn_deg,hip_shoulder_sep_deg
184,7.319,Forehand,,ready,13.6015,12.0416,-16.6115,16.9706,16.9706,0.0,,0.0,38.3275,-86.5,118.0058,133.3,18.6122
185,7.359,Forehand,,ready,13.4164,13.4164,1.3748,0.0,-16.9706,0.0,,0.0,32.249,-94.5,112.5206,135.0,36.8699
186,7.399,Forehand,,ready,12.7279,9.8489,-3.5676,0.0,0.0,95.6406,,0.0,27.1662,-101.5,118.042,148.0,53.0429
187,7.439,Forehand,3,follow_through,11.4018,11.4018,1.5529,0.0,0.0,76.078,988.958,0.0,29.1204,-109.0,125.6579,169.7,53.0142
188,7.478,Forehand,3,follow_through,11.4018,15.2315,3.8298,10.5119,10.5119,59.8343,921.8525,0.0,39.9249,-112.0,123.7184,160.0,35.6365
189,7.518,Forehand,3,follow_through,15.2315,40.025,24.7934,0.0,-10.5119,43.7928,,0.0,77.6209,-110.0,139.4634,173.7,49.1513
190,7.558,Forehand,3,follow_through,15.2315,11.0454,-28.9796,0.0,0.0,32.4391,,0.0,96.7988,-106.0,143.3794,159.4,31.2867
191,7.598,Forehand,3,follow_through,11.0454,0.0,-11.0454,0.0,0.0,23.4358,835.1607,0.0,103.8171,-101.0,140.7257,158.2,15.0685
192,7.637,Forehand,3,follow_through,10.5067,0.0,0.0,14.0089,14.0089,14.0801,819.9701,0.0,107.5639,-96.0,94.1222,143.1,15.8324
193,7.677,Forehand,3,follow_through,10.5067,37.8021,37.8021,13.9284,-0.0805,7.1981,805.9089,0.0,100.6032,-59.0,55.9715,133.4,34.5418
194,7.717,Forehand,3,backswing,23.8537,23.8537,-13.9484,5.7009,-8.2275,4.0099,801.7413,0.0,108.2682,-63.5,50.8303,132.1,33.8262
195,7.757,Forehand,3,backswing,23.8537,4.2426,-19.6111,20.4267,14.7258,7.5811,807.3165,0.0,109.11,-52.5,20.9695,129.6,37.1998
196,7.797,Forehand,3,backswing,23.8537,40.4599,36.2172,201.01,180.5833,63.3306,940.2264,0.0,136.0147,-70.0,174.314,137.7,45.6401
197,7.836,Forehand,3,follow_through,15.32,8.544,-31.9159,0.0,-201.01,72.0,,0.0,139.517,-71.0,175.129,155.6,55.8735
198,7.876,Forehand,3,backswing,24.0832,24.0832,15.5392,0.0,0.0,65.8125,,0.0,176.8191,-79.0,177.6312,180.0,40.3645
199,7.916,Forehand,3,ready,8.544,5.3852,-18.698,0.0,0.0,59.9062,,0.0,204.8341,-75.0,164.1676,159.0,32.0926
200,7.956,Forehand,3,ready,5.3852,3.1623,-2.2229,0.0,0.0,55.7234,,0.0,228.5279,-68.0,156.7321,146.3,26.9522
201,7.995,Forehand,3,ready,5.3852,16.2788,13.1165,0.0,0.0,47.5418,,0.0,269.3585,-74.5,168.3811,136.0,21.8139
202,8.035,Forehand,3,follow_through,13.4536,13.4536,-2.8252,0.0,0.0,42.4688,,0.0,307.0261,-81.0,177.9282,125.4,16.6168
203,8.075,Forehand,3,follow_through,16.2788,40.6079,27.1543,0.0,0.0,36.8471,,0.0,293.2337,-70.5,172.1329,113.2,6.3118
204,8.115,Forehand,3,forward_swing,40.05,40.05,-0.5579,0.0,0.0,29.9573,,0.0,282.0284,-72.0,176.1859,103.6,0.4364
205,8.155,Forehand,3,forward_swing,40.6079,40.6079,0.5579,0.0,0.0,23.4844,,0.0,271.249,-79.5,57.3433,98.0,3.1189
206,8.194,Forehand,3,forward_swing,40.1622,40.1622,-0.4457,0.0,0.0,18.1475,,0.0,263.8655,-94.5,79.3803,94.0,4.0856
207,8.234,Forehand,3,forward_swing,40.1622,40.1622,0.0,0.0,0.0,0.0,,0.0,256.4625,-112.0,112.492,91.6,5.5628
208,8.274,Forehand,3,contact_candidate,40.1622,16.1245,-24.0377,19.5576,19.5576,0.0,93.5041,0.4805,233.5209,-109.5,125.5586,90.5,5.0907
209,8.314,Forehand,3,forward_swing,40.1622,29.5466,13.4221,304.0674,284.5098,118.5032,497.6394,0.0,197.2232,-88.5,139.7672,90.5,5.1064
210,8.353,Backhand,3,forward_swing,40.3113,40.3113,10.7647,0.0,-304.0674,194.0932,,0.0,158.1455,-57.5,141.2072,89.1,6.4221
211,8.393,Backhand,3,forward_swing,41.0488,41.0488,0.7375,0.0,0.0,0.0,,0.0,127.4049,-27.5,107.0378,89.1,5.0023
212,8.433,Backhand,3,forward_swing,40.3113,40.2244,-0.8244,0.0,0.0,0.0,,0.0,110.2769,1.0,104.3387,90.0,3.9909
213,8.473,Backhand,3,forward_swing,40.2244,40.2244,0.0,0.0,0.0,0.0,,0.0,107.6894,31.0,123.523,91.4,2.627
214,8.513,Backhand,3,forward_swing,40.2244,40.6079,0.3835,0.0,0.0,0.0,,0.0,113.1106,63.0,145.2184,91.4,1.2622
215,8.552,Backhand,3,forward_swing,40.2244,32.0156,-8.5923,0.0,0.0,0.0,,0.0,129.6341,88.5,159.9807,93.7,1.6477
216,8.592,Backhand,3,backswing,32.0156,19.105,-12.9106,0.0,0.0,0.0,,0.0,138.7516,103.5,165.7967,95.3,3.1262
217,8.632,Backhand,3,backswing,19.105,9.8995,-9.2055,0.0,0.0,0.0,,0.0,140.5205,112.0,165.308,97.3,4.9674
218,8.672,Backhand,3,ready,9.8995,5.0,-4.8995,0.0,0.0,0.0,,0.0,135.3403,119.5,163.2117,99.1,9.0579
219,8.711,Backhand,3,ready,5.0,1.0,-4.0,0.0,0.0,0.0,,0.0,126.9055,121.0,159.4165,101.3,13.2191
220,8.751,Backhand,3,ready,5.0,7.0711,6.0711,0.0,0.0,0.0,,0.0,112.1472,114.5,156.9797,102.8,18.7665
221,8.791,Backhand,3,ready,7.0711,10.2956,3.2246,0.0,0.0,0.0,,0.0,98.0459,107.0,148.4652,102.4,18.7476
222,8.831,Backhand,3,ready,7.0711,5.3852,-4.9105,0.0,0.0,0.0,,0.0,86.0,104.5,139.6594,101.7,13.3617
223,8.871,Backhand,3,follow_through,10.2956,13.9284,8.5432,0.0,0.0,0.0,,0.0,67.0671,98.5,137.5645,99.3,9.3099
224,8.91,Two-Handed Backhand,3,follow_through,12.1655,12.1655,-1.7629,0.0,0.0,0.0,,0.0,50.0,95.5,125.5617,94.1,3.1898
225,8.95,Two-Handed Backhand,3,follow_through,13.9284,16.7631,4.5975,0.0,0.0,0.0,,0.0,33.0606,89.5,121.6755,90.0,0.8425
226,8.99,Two-Handed Backhand,3,follow_through,14.5602,14.5602,-2.2028,0.0,0.0,0.0,,0.0,19.0263,83.5,109.6538,86.6,3.3665
227,9.03,Two-Handed Backhand,3,follow_through,16.7631,20.6155,6.0553,21.3776,21.3776,0.0,,0.0,12.0416,73.5,99.8036,83.9,5.3834
228,9.069,Two-Handed Backhand,3,backswing,20.6155,23.8537,3.2382,26.8794,5.5018,0.0,,0.0,21.8403,59.0,95.1509,83.3,5.2596
229,9.109,Two-Handed Backhand,3,backswing,23.8537,24.0832,0.2295,15.4029,-11.4764,0.0,,0.0,40.0,43.0,91.5501,82.5,5.3491
230,9.149,Two-Handed Backhand,3,backswing,23.8537,21.095,-2.9882,14.0357,-1.3673,0.0,,0.0,58.8303,24.5,90.2833,82.4,5.4662
231,9.189,Backhand,3,backswing,21.095,19.3132,-1.7818,22.0737,8.0381,0.0,,0.0,76.0263,4.5,91.5482,83.3,4.6885
232,9.229,Backhand,3,backswing,19.7366,13.6015,-5.7117,26.3154,4.2417,0.0,,0.0,86.6487,-11.0,93.7945,84.6,2.8378
233,9.268,Backhand,3,backswing,19.3132,11.4018,-2.1997,25.4018,-0.9136,0.0,,0.0,95.3415,-25.0,95.9849,85.6,2.4896
234,9.308,Backhand,3,backswing,19.0513,8.9443,-2.4575,16.1555,-9.2463,0.0,,0.0,102.9563,-35.0,99.8432,85.7,2.4441
235,9.348,Backhand,3,follow_through,12.1166,5.6569,-3.2874,9.0139,-7.1416,0.0,,0.0,106.3814,-43.5,103.4836,86.6,1.5745
236,9.388,Backhand,3,follow_through,12.1166,40.4475,34.7906,0.0,-9.0139,0.0,,0.0,101.3163,-49.5,83.4988,86.6,2.1403
237,9.427,Backhand,3,backswing,25.9615,25.9615,-14.486,0.0,0.0,0.0,,0.0,104.3072,-53.0,105.7094,87.9,1.5142
238,9.467,Backhand,3,backswing,25.9615,15.2315,-10.73,0.0,0.0,0.0,,0.0,105.0762,-56.5,117.8801,88.7,0.6761
239,9.507,Backhand,3,follow_through,15.2315,11.4018,-3.8298,0.0,0.0,0.0,,0.0,106.0189,-60.0,126.5247,89.6,1.0436
240,9.547,Backhand,,ready,12.083,12.083,0.6813,0.0,0.0,0.0,,0.0,103.0194,-61.5,127.9553,90.8,0.9988
241,9.587,Backhand,,ready,12.083,13.0,0.917,0.0,0.0,0.0,,0.0,100.02,-60.5,129.4804,91.7,0.1249
242,9.626,Backhand,,ready,12.083,10.7703,-2.2297,0.0,0.0,0.0,,0.0,99.1817,-62.0,129.4725,92.2,0.2418
243,9.666,Backhand,,ready,10.7703,9.2195,-1.5508,0.0,0.0,0.0,,0.0,100.4988,-64.0,129.0756,92.6,1.0113
244,9.706,Backhand,,ready,9.2195,9.0554,-0.1642,0.0,0.0,0.0,,0.0,100.7174,-65.5,126.8098,93.9,0.2574
245,9.746,Forehand,,ready,9.0554,7.0,-2.0554,0.0,0.0,0.0,,0.0,100.7174,-67.5,125.721,94.7,0.5138
246,9.785,Forehand,,ready,7.0,4.1231,-2.8769,0.0,0.0,0.0,,0.0,101.8332,-71.0,123.9227,95.5,0.7277
247,9.825,Forehand,,ready,4.1231,3.6056,-0.5176,0.0,0.0,0.0,,0.0,104.0865,-74.0,124.6398,96.4,0.8596
248,9.865,Forehand,,ready,4.0,4.0,0.3944,0.0,0.0,0.0,,0.0,107.2007,-78.0,125.9966,96.8,1.2815
249,9.905,Forehand,,ready,4.0,5.099,1.099,0.0,0.0,0.0,,0.0,113.1371,-81.5,125.7539,97.3,1.6968
